BNMm,,,,,,,,,medial cell groups of basal nucleus,,,,,,,,,,
NDB,,,,,,,,nucleus of diagonal band,,,,,,,,,,,
NDBv,,,,,,,,,vertical subdivision of nucleus of diagonal band,,,,,,,,,,
NDBh,,,,,,,,,horizontal subdivision of nucleus of diagonal band,,,,,,,,,,
NSP,,,,,,,,nucleus subputaminalis,,,,,,,,,,,
IsCj,,,,,,,,islands of Calleja,,,,,,,,,,,
IsCjm,,,,,,,,,major island of Calleja,,,,,,,,,,
IsCjs,,,,,,,,,scattered islands of Calleja,,,,,,,,,,
SI,,,,,,,,substantia innominata,,,,,,,,,,,
SI-pc,,,,,,,,,lightly-stained parvocellular islands of SI,,,,,,,,,,
SI-nc,,,,,,,,,darkly-stained nanocellular islands of SI,,,,,,,,,,
Die,,,,,diencephalon,,,,,,,,,,,,,,
THM,,,,,,thalamus,,,,,,,,,,,,,
DTH,,,,,,,dorsal thalamus,,,,,,,,,,,,
ANC,,,,,,,,anterior nuclear complex of thalamus,,,,,,,,,,,
AD,,,,,,,,,anterodorsal nucleus of thalamus,,,,,,,,,,
AM,,,,,,,,,anteromedial nucleus of thalamus,,,,,,,,,,
AV,,,,,,,,,anteroventral nucleus of thalamus,,,,,,,,,,
LD,,,,,,,,,lateral dorsal nucleus of thalamus,,,,,,,,,,
MNC,,,,,,,,medial nuclear complex of thalamus,,,,,,,,,,,
MD,,,,,,,,,mediodorsal nucleus of thalamus,,,,,,,,,,
MDd,,,,,,,,,,densocelllular (paralamellar) division of MD,,,,,,,,,
MDm,,,,,,,,,,magnocellular (medial) division of MD,,,,,,,,,
MDam,,,,,,,,,,anteromedial large-celled island of MD,,,,,,,,,
MDl,,,,,,,,,,multiform (lateral) division of MD,,,,,,,,,
MDc,,,,,,,,,,parvocellular (central) division of MD,,,,,,,,,
MDv,,,,,,,,,,ventral division of MD,,,,,,,,,
Re,,,,,,,,,reuniens nucleus (medioventral nucleus) of thalamus,,,,,,,,,,
Pt,,,,,,,,,parataenial nucleus of thalamus,,,,,,,,,,
LNC,,,,,,,,lateral nuclear complex of thalamus,,,,,,,,,,,
DLN,,,,,,,,,dorsal group of lateral nucleus,,,,,,,,,,
LP,,,,,,,,,,lateral posterior nucleus of thalamus,,,,,,,,,
Pul,,,,,,,,,,pulvinar of thalamus,,,,,,,,,
Pulr,,,,,,,,,,,anterior nucleus of pulvinar,,,,,,,,
Pulm,,,,,,,,,,,medial nucleus of pulvinar,,,,,,,,
Pull,,,,,,,,,,,lateral nucleus of pulvinar,,,,,,,,
Puli,,,,,,,,,,,inferior nucleus of pulvinar,,,,,,,,
Pulil,,,,,,,,,,,,lateral subdivision of Puli,,,,,,,
Pulim,,,,,,,,,,,,medial subdivision of Puli,,,,,,,
VLN,,,,,,,,,ventral group of lateral nucleus,,,,,,,,,,
VA,,,,,,,,,,ventral anterior nucleus of thalamus,,,,,,,,,
VApr,,,,,,,,,,,parvocellular division of VA,,,,,,,,
VAmc,,,,,,,,,,,magnocellular division of VA,,,,,,,,
VL,,,,,,,,,,ventral lateral nucleus of thalamus,,,,,,,,,
VLR,,,,,,,,,,,rostral division of VL,,,,,,,,
VLC,,,,,,,,,,,caudal division of VL,,,,,,,,
VLCd,,,,,,,,,,,,dorsal subdivision of VLC,,,,,,,
VLCv,,,,,,,,,,,,ventral subdivision of VLC,,,,,,,
VLCx,,,,,,,,,,,,medial subdivision of VLC (thalamic nucleus X),,,,,,,
VPT,,,,,,,,,,ventral posterior nucleus of thalamus,,,,,,,,,
VPL,,,,,,,,,,,ventral posterior lateral nucleus,,,,,,,,
VPLr,,,,,,,,,,,,rostral division of ventral posterior lateral nucleus,,,,,,,
VPLc,,,,,,,,,,,,caudal division of ventral posterior lateral nucleus,,,,,,,
VPM,,,,,,,,,,,ventral posterior medial nucleus,,,,,,,,
VPMpc,,,,,,,,,,,,parvocellular division of VPM,,,,,,,
VPI,,,,,,,,,,,ventral posterior inferior nucleus,,,,,,,,
VMb,,,,,,,,,,,basal ventral medial nucleus,,,,,,,,
VM,,,,,,,,,,ventral medial nucleus of thalamus,,,,,,,,,
PoN,,,,,,,,posterior nuclear complex of thalamus,,,,,,,,,,,
LG,,,,,,,,,lateral geniculate nucleus,,,,,,,,,,
DLG,,,,,,,,,,dorsal lateral geniculate nucleus,,,,,,,,,
DLGmc,,,,,,,,,,,"magnocellular layer of DLG (r, i,c)",,,,,,,,
DLG1,,,,,,,,,,,,layer 1 of DLG,,,,,,,
DLG2,,,,,,,,,,,,layer 2 of DLG,,,,,,,
DLGpc,,,,,,,,,,,"parvicellular layer of DLG (r, i, c)",,,,,,,,
DLG3,,,,,,,,,,,,layer 3 of DLG,,,,,,,
DLG4,,,,,,,,,,,,layer 4 of DLG,,,,,,,
DLG5,,,,,,,,,,,,layer 5 of DLG,,,,,,,
DLG6,,,,,,,,,,,,layer 6 of DLG,,,,,,,
DLGs,,,,,,,,,,,S layer of DLG,,,,,,,,
DLGk,,,,,,,,,,,koniocellular layer of DLG,,,,,,,,
PG,,,,,,,,,,pregeniculate nucleus,,,,,,,,,
MG,,,,,,,,,medial geniculate nuclei,,,,,,,,,,
DMG,,,,,,,,,,dorsal medial geniculate nucleus,,,,,,,,,
DMGad,,,,,,,,,,,anterodorsal subdivision of DMG,,,,,,,,
DMGpd,,,,,,,,,,,posterodorsal subdivision of DMG,,,,,,,,
VMG,,,,,,,,,,ventral medial geniculate nucleus,,,,,,,,,
MMG,,,,,,,,,,magnocellular (medial) nucleus,,,,,,,,,
LiMG,,,,,,,,,,limitans part of medial geniculate nucleus,,,,,,,,,
Po,,,,,,,,,posterior nucleus of thalamus,,,,,,,,,,
LSG,,,,,,,,,limitans/suprageniculate nucleus,,,,,,,,,,
Lim,,,,,,,,,,limitans nucleus,,,,,,,,,
SGN,,,,,,,,,,suprageniculate nucleus of thalamus,,,,,,,,,
ILN,,,,,,,,intralaminar nuclear complex,,,,,,,,,,,
AILN,,,,,,,,,anterior group of intralaminar nuclei,,,,,,,,,,
CL,,,,,,,,,,central lateral nucleus of the thalamus,,,,,,,,,
CLm,,,,,,,,,,,medial division of central lateral nucleus,,,,,,,,
CLl,,,,,,,,,,,lateral division of central lateral nucleus,,,,,,,,
CLs,,,,,,,,,,,dorsal division of central lateral nucleus,,,,,,,,
CLc,,,,,,,,,,,caudal division of central lateral nucleus,,,,,,,,
CeM,,,,,,,,,,central medial nucleus of thalamus,,,,,,,,,
PC,,,,,,,,,,paracentral nucleus of thalamus,,,,,,,,,
CD,,,,,,,,,,central dorsal nucleus of thalamus,,,,,,,,,
PILN,,,,,,,,,posterior group of intralaminar nuclei,,,,,,,,,,
CM,,,,,,,,,,centromedian nucleus of thalamus,,,,,,,,,
CMl,,,,,,,,,,,lateral division of centromedian nucleus of thalamus,,,,,,,,
CMm,,,,,,,,,,,medial division of centromedian nucleus of thalamus,,,,,,,,
Pf,,,,,,,,,,parafascicular nucleus of thalamus,,,,,,,,,
Pfl,,,,,,,,,,,lateral division of parafascicular nucleus of thalamus,,,,,,,,
Pfm,,,,,,,,,,,medial division of parafascicular nucleus of thalamus,,,,,,,,
SPf,,,,,,,,,,subparafascicular nucleus of thalamus,,,,,,,,,
RPf,,,,,,,,,,retroparafascicular area of thalamus,,,,,,,,,
Fa,,,,,,,,,fasciculosus nucleus of thalamus,,,,,,,,,,
MiN,,,,,,,,midline nuclear complex,,,,,,,,,,,
Rh,,,,,,,,,rhomboid (central) nucleus of thalamus,,,,,,,,,,
PeVA,,,,,,,,,periventricular area of thalamus,,,,,,,,,,
IAM,,,,,,,,,interanteromedial nucleus of thalamus,,,,,,,,,,
IMD,,,,,,,,,intermediodorsal nucleus of thalamus,,,,,,,,,,
ETH,,,,,,,epithalamus,,,,,,,,,,,,
HN,,,,,,,,habenular nuclei,,,,,,,,,,,
LHN,,,,,,,,,lateral habenular nucleus,,,,,,,,,,
LHNmc,,,,,,,,,,magnocellular division of lateral habenular nucleus,,,,,,,,,
LHNpc,,,,,,,,,,parvicellular division of lateral habenular nucleus,,,,,,,,,
MHN,,,,,,,,,medial habenular nucleus,,,,,,,,,,
PaV,,,,,,,,paraventricular nucleus,,,,,,,,,,,
PaVr,,,,,,,,,rostral subdivision of paraventricular nucleus,,,,,,,,,,
PaVc,,,,,,,,,caudal subdivision of paraventricular nucleus,,,,,,,,,,
Pin,,,,,,,,pineal body,,,,,,,,,,,
VTH,,,,,,,ventral thalamus,,,,,,,,,,,,
FF,,,,,,,,nucleus of the field of Forel,,,,,,,,,,,
ZI,,,,,,,,zona incerta,,,,,,,,,,,
ZId,,,,,,,,,"zona incerta, dorsal division",,,,,,,,,,
ZIv,,,,,,,,,"zona incerta, ventral division",,,,,,,,,,
EnP,,,,,,,,endopeduncular nucleus,,,,,,,,,,,
PSTh,,,,,,,,parasubthalamic nucleus,,,,,,,,,,,
R,,,,,,,reticular nucleus of thalamus,,,,,,,,,,,,
Rmc,,,,,,,,magnocellular division of reticular nucleus,,,,,,,,,,,
Rpc,,,,,,,,parvocellular division of reticular nucleus (perireticular nucleus),,,,,,,,,,,
Rc,,,,,,,,caudal part of reticular nucleus,,,,,,,,,,,
SubTH,,,,,,subthalamus,,,,,,,,,,,,,
STH,,,,,,,subthalamic nucleus,,,,,,,,,,,,
STHm,,,,,,,,medial portion of STH,,,,,,,,,,,
STHld,,,,,,,,laterodorsal portion of STH,,,,,,,,,,,
STHlv,,,,,,,,lateroventral portion of STH,,,,,,,,,,,
HTH,,,,,,hypothalamus,,,,,,,,,,,,,
HTHpo,,,,,,,preoptic region of HTH,,,,,,,,,,,,
PeVpo,,,,,,,,"periventricular nucleus, preoptic portion",,,,,,,,,,,
DPe,,,,,,,,,dorsal periventricular nucleus,,,,,,,,,,
AVPe,,,,,,,,,anteroventral periventricular nucleus,,,,,,,,,,
AMPO,,,,,,,,,anteromedial preoptic nucleus,,,,,,,,,,
MPA,,,,,,,,medial preoptic area,,,,,,,,,,,
MPN,,,,,,,,medial preoptic nucleus,,,,,,,,,,,
LPA,,,,,,,,lateral preoptic area,,,,,,,,,,,
IMH,,,,,,,,intermediate (sexually dimorphic) hypothalamic nuclei,,,,,,,,,,,
MnPO,,,,,,,,median preoptic nucleus,,,,,,,,,,,
HTHso,,,,,,,supraoptic region of HTH,,,,,,,,,,,,
PeVso,,,,,,,,"periventricular nucleus, supraoptic portion",,,,,,,,,,,
AHN,,,,,,,,anterior hypothalamic nucleus,,,,,,,,,,,
AnHA,,,,,,,,anterior hypothalamic area,,,,,,,,,,,
PV,,,,,,,,paraventricular nucleus of hypothalamus,,,,,,,,,,,
PVd,,,,,,,,,descending division of paraventricular nucleus,,,,,,,,,,
PVmc,,,,,,,,,magnocellular division of paraventricular nucleus,,,,,,,,,,
PVpc,,,,,,,,,parvicellular division of paraventricular nucleus,,,,,,,,,,
PVpo,,,,,,,,,posterior division of paraventricular nucleus,,,,,,,,,,
UnN,,,,,,,,uncinate nucleus,,,,,,,,,,,
SCN,,,,,,,,suprachiasmatic nucleus,,,,,,,,,,,
SCNd,,,,,,,,,dorsal part of suprachiasmatic nucleus,,,,,,,,,,
SCNc,,,,,,,,,central part of suprachiasmatic nucleus,,,,,,,,,,
RCN,,,,,,,,retrochiasmatic nucleus,,,,,,,,,,,
SO,,,,,,,,supraoptic nucleus,,,,,,,,,,,
SOm,,,,,,,,,medial part of supraoptic nucleus,,,,,,,,,,
SOl,,,,,,,,,lateral part of supraoptic nucleus,,,,,,,,,,
LHAa,,,,,,,,"lateral hypothalamic area, anterior part",,,,,,,,,,,
SuV,,,,,,,,subventricular nucleus,,,,,,,,,,,
SPZ,,,,,,,,subparaventricular zone,,,,,,,,,,,
HTHtub,,,,,,,tuberal region of HTH,,,,,,,,,,,,
PeVtub,,,,,,,,"periventricular nucleus, tuberal portion",,,,,,,,,,,
JPLH,,,,,,,,juxtaparaventricular lateral hypothalamic area,,,,,,,,,,,
DHA,,,,,,,,dorsal hypothalamic area,,,,,,,,,,,
DMH,,,,,,,,dorsomedial hypothalamic nucleus,,,,,,,,,,,
DMHc,,,,,,,,,compact part of dorsomedial hypothalamic nucleus,,,,,,,,,,
DMHd,,,,,,,,,diffuse part of dorsomedial hypothalamic nucleus,,,,,,,,,,
VMH,,,,,,,,ventromedial hypothalamic nucleus,,,,,,,,,,,
VMHd,,,,,,,,,dorsal part of ventromedial hypothalamic nucleus,,,,,,,,,,
VMHv,,,,,,,,,ventral part of ventromedial hypothalamic nucleus,,,,,,,,,,
VMHc,,,,,,,,,central part of ventromedial hypothalamic nucleus,,,,,,,,,,
PMH,,,,,,,,posteromedial hypothalamic nucleus,,,,,,,,,,,
Arc,,,,,,,,arcuate nucleus of hypothalamus,,,,,,,,,,,
LT,,,,,,,,lateral tuberal nuclei,,,,,,,,,,,
LHAtub,,,,,,,,"lateral hypothalamic area, tuberal part",,,,,,,,,,,
LHmc,,,,,,,,,magnocellular nucleus of lateral hypothalamic area,,,,,,,,,,
LHsc,,,,,,,,,accessory secretory cells of lateral hypothalamus,,,,,,,,,,
PalHy,,,,,,,,,pallidohypothalamic area,,,,,,,,,,
NCN,,,,,,,,nanocellular hypothalamic nucleus,,,,,,,,,,,
ME,,,,,,,,median eminence,,,,,,,,,,,
MEE,,,,,,,,,external portion of median eminence,,,,,,,,,,
MEI,,,,,,,,,internal portion of median eminence,,,,,,,,,,
HTHma,,,,,,,mammillary region of HTH,,,,,,,,,,,,
TM,,,,,,,,tuberomammillary nucleus,,,,,,,,,,,
SUM,,,,,,,,supramammillary nucleus,,,,,,,,,,,
MN,,,,,,,,mammillary nucleus,,,,,,,,,,,
MM,,,,,,,,,medial mammillary nucleus,,,,,,,,,,
MMl,,,,,,,,,,lateral part of medial mammillary nucleus,,,,,,,,,
MMm,,,,,,,,,,medial part of medial mammillary nucleus,,,,,,,,,
MMb,,,,,,,,,,basal division of medial mammillary nucleus,,,,,,,,,
LM,,,,,,,,,lateral mammillary nucleus,,,,,,,,,,
PHN,,,,,,,,posterior hypothalamic nucleus,,,,,,,,,,,
LHAp,,,,,,,,"lateral hypothalamic area, posterior part",,,,,,,,,,,
PeF,,,,,,,,,perifornical nucleus,,,,,,,,,,
PMN,,,,,,,,premammillary nulceus,,,,,,,,,,,
RMA,,,,,,,,retromammillary area,,,,,,,,,,,
M,,,midbrain (mesencephalon),,,,,,,,,,,,,,,,
MGM,,,,gray matter of midbrain,,,,,,,,,,,,,,,
PTR,,,,,"pretectal region (r, c)",,,,,,,,,,,,,,
PTN,,,,,,pretectal nuclear complex,,,,,,,,,,,,,
DPT,,,,,,,dorsal (posterior/sublentiform) pretectal nucleus,,,,,,,,,,,,
MPT,,,,,,,medial pretectal nucleus,,,,,,,,,,,,
NOP,,,,,,,nucleus of the optic tract (lentiform nucleus),,,,,,,,,,,,
OPT,,,,,,,olivary pretectal nucleus,,,,,,,,,,,,
APT,,,,,,,anterior (ventral /principal) pretectal nucleus,,,,,,,,,,,,
APTc,,,,,,,,"anterior pretectal nucleus, compact division",,,,,,,,,,,
APTr,,,,,,,,"anterior pretectal nucleus, reticular division",,,,,,,,,,,
AOP,,,,,,accessory nuclei of optic tract,,,,,,,,,,,,,
AOPd,,,,,,,"accessory nuclei of optic tract, dorsal nucleus (dorsal terminal nucleus)",,,,,,,,,,,,
AOPl,,,,,,,"accessory nuclei of optic tract, lateral nucleus (lateral terminal nucleus)",,,,,,,,,,,,
AOPm,,,,,,,"accessory nuclei of optic tract, medial nucleus (medial terminal nucleus)",,,,,,,,,,,,
MTg,,,,,midbrain tegmentum,,,,,,,,,,,,,,
MEN,,,,,,efferent nuclei of the cranial nerves in the midbrain,,,,,,,,,,,,,
EW,,,,,,,Edinger-Westphal nucleus (accessory oculomotor nucleus),,,,,,,,,,,,
3N,,,,,,,oculomotor nucleus,,,,,,,,,,,,
3AM,,,,,,,,anterior median oculomotor nucleus,,,,,,,,,,,
3CC,,,,,,,,caudal central oculomotor nucleus,,,,,,,,,,,
3C,,,,,,,,central oculomotor nucleus,,,,,,,,,,,
3D,,,,,,,,dorsal oculomotor nucleus,,,,,,,,,,,
3M,,,,,,,,medial oculomotor nucleus,,,,,,,,,,,
3Vn,,,,,,,,ventral oculomotor nucleus,,,,,,,,,,,
4N,,,,,,,trochlear nucleus,,,,,,,,,,,,
S4N,,,,,,,supratrochlear nucleus,,,,,,,,,,,,
MAN,,,,,,afferent nuclei of the cranial nerves in midbrain,,,,,,,,,,,,,
Me5,,,,,,,mesencephalic trigeminal nucleus,,,,,,,,,,,,
PAG,,,,,,periaqueductal gray substance,,,,,,,,,,,,,
PAGD,,,,,,,"periaqueductal gray substance, dorsolateral portion",,,,,,,,,,,,
PAGdm,,,,,,,,"periaqueductal gray substance,dorsomedial division",,,,,,,,,,,
PAGdl,,,,,,,,"periaqueductal gray substance, dorsolateral division",,,,,,,,,,,
PAGl,,,,,,,,"periaqueductal gray substance, lateral division",,,,,,,,,,,
PAGvl,,,,,,,,"periaqueductal gray substance, ventrolateral division",,,,,,,,,,,
PAGpl,,,,,,,,"periaqueductal gray substance, pleioglial division",,,,,,,,,,,
PAGV,,,,,,,"periaqueductal gray substance, ventral portion",,,,,,,,,,,,
DRc,,,,,,,,cap of dorsal raphe nucleus,,,,,,,,,,,
Dk,,,,,,,,nucleus of Darkschewitsch,,,,,,,,,,,
PC3,,,,,,,,parvicellular oculomotor nucleus,,,,,,,,,,,
Su3C,,,,,,,,supraoculomotor cap,,,,,,,,,,,
Su3,,,,,,,,supraoculomotor nucleus,,,,,,,,,,,
MRa,,,,,,midbrain raphe nuclei,,,,,,,,,,,,,
DR,,,,,,,dorsal raphe nucleus,,,,,,,,,,,,
DRC,,,,,,,,"dorsal raphe nucleus, caudal part",,,,,,,,,,,
DRD,,,,,,,,"dorsal raphe nucleus, dorsal part",,,,,,,,,,,
DRI,,,,,,,,"dorsal raphe nucleus, interfascicular part",,,,,,,,,,,
DRL,,,,,,,,"dorsal raphe nucleus, lateral part",,,,,,,,,,,
DRV,,,,,,,,"dorsal raphe nucleus, ventral part",,,,,,,,,,,
DRVL,,,,,,,,"dorsal raphe nucleus, ventrolateral part",,,,,,,,,,,
Lin,,,,,,,linear nucleus of the midbrain,,,,,,,,,,,,
CLiZ,,,,,,,,caudal linear nucleus of the raphe,,,,,,,,,,,
CLinAz,,,,,,,,,"caudal linear nucleus of the raphe, azygos part",,,,,,,,,,
CLinZ,,,,,,,,,"caudal linear nucleus of the raphe, zygos part",,,,,,,,,,
RLin,,,,,,,,rostral linear nucleus of the raphe,,,,,,,,,,,
MnR,,,,,,,median raphe nucleus,,,,,,,,,,,,
PMnR,,,,,,,paramedian raphe nucleus,,,,,,,,,,,,
PDR,,,,,,,posterodorsal raphe nucleus,,,,,,,,,,,,
Rbd,,,,,,,rhabdoid nucleus,,,,,,,,,,,,
isRt,,,,,,isthmic reticular formation,,,,,,,,,,,,,
MRF,,,,,,midbrain reticular formation,,,,,,,,,,,,,
CnF,,,,,,,cuneiform nucleus,,,,,,,,,,,,
PrCnF,,,,,,,precuneiform area,,,,,,,,,,,,
U,,,,,,,nucleus U,,,,,,,,,,,,
PTg,,,,,,,pedunculo(pontine) tegmental nucleus,,,,,,,,,,,,
PTgC,,,,,,,,"pedunculopontine tegmental nucleus, compact part",,,,,,,,,,,
PTgD,,,,,,,,"pedunculopontine tegmental nucleus, dissipated part",,,,,,,,,,,
SubCn,,,,,,,subcuneiform nucleus,,,,,,,,,,,,
Lth,,,,,,,lithoid nucleus,,,,,,,,,,,,
RN,,,,,,red nucleus,,,,,,,,,,,,,
RNdm,,,,,,,"red nucleus, dorsomedial part",,,,,,,,,,,,
RNmc,,,,,,,"red nucleus, magnocellular part",,,,,,,,,,,,
RNpc,,,,,,,"red nucleus, parvicellular part",,,,,,,,,,,,
SN,,,,,,substantia nigra,,,,,,,,,,,,,
SNC,,,,,,,"substantia nigra, compact part",,,,,,,,,,,,
SNCd,,,,,,,,"substantia nigra, compact part, dorsal subdivision",,,,,,,,,,,
SNCm,,,,,,,,"substantia nigra, compact part, medial subdivision",,,,,,,,,,,
SNCv,,,,,,,,"substantia nigra, compact part, ventral subdivision",,,,,,,,,,,
SNL,,,,,,,"substantia nigra, lateral part",,,,,,,,,,,,
SNR,,,,,,,"substantia nigra, reticular part",,,,,,,,,,,,
VTR,,,,,,ventral tegmental region of midbrain,,,,,,,,,,,,,
VTA,,,,,,,ventral tegmental area,,,,,,,,,,,,
IF,,,,,,,interfascicular nucleus,,,,,,,,,,,,
PBP,,,,,,,parabrachial pigmented nucleus,,,,,,,,,,,,
PIF,,,,,,,parainterfascicular nucleus,,,,,,,,,,,,
PaN,,,,,,,paranigral nucleus,,,,,,,,,,,,
IP,,,,,,interpeduncular nucleus,,,,,,,,,,,,,
IPa,,,,,,,"interpeduncular nucleus, apical subnucleus",,,,,,,,,,,,
IPc,,,,,,,"interpeduncular nucleus, caudal subnucleus",,,,,,,,,,,,
IPdm,,,,,,,"interpeduncular nucleus, dorsomedial subnucleus",,,,,,,,,,,,
IPi,,,,,,,"interpeduncular nucleus, intermediate subnucleus",,,,,,,,,,,,
IPl,,,,,,,"interpeduncular nucleus, lateral subnucleus",,,,,,,,,,,,
IPr,,,,,,,"interpeduncular nucleus, rostral subnucleus",,,,,,,,,,,,
XMTg,,,,,,other nuclei in midbrain tegmentum,,,,,,,,,,,,,
CeMe,,,,,,,central mesencephalic nucleus,,,,,,,,,,,,
CTF,,,,,,,central tegmental field,,,,,,,,,,,,
DA8,,,,,,,dopamine cells A8,,,,,,,,,,,,
I3,,,,,,,interoculomotor nucleus,,,,,,,,,,,,
InC,,,,,,,interstitial nucleus of Cajal,,,,,,,,,,,,
Lt,,,,,,,lateral terminal nucleus of accessory optic tract,,,,,,,,,,,,
MCPC,,,,,,,magnocellular nucleus of the posterior commissure,,,,,,,,,,,,
MA3,,,,,,,medial accessory oculomotor nucleus,,,,,,,,,,,,
MiTg,,,,,,,microcellular tegmental nucleus,,,,,,,,,,,,
p1Rt,,,,,,,p1 reticular formation,,,,,,,,,,,,
PaC,,,,,,,paracollicular tegmentum,,,,,,,,,,,,
PaP,,,,,,,parapeduncular nucleus,,,,,,,,,,,,
Pa4,,,,,,,paratrochlear nucleus,,,,,,,,,,,,
PP,,,,,,,peripeduncular nucleus,,,,,,,,,,,,
PDTg,,,,,,,posterodorsal tegmental nucleus,,,,,,,,,,,,
PrC,,,,,,,precommissural nucleus,,,,,,,,,,,,
PrEW,,,,,,,pre-Edinger-Westphal nucleus,,,,,,,,,,,,
RIs,,,,,,,retroisthmic nucleus,,,,,,,,,,,,
RRF,,,,,,,retrorubral field,,,,,,,,,,,,
SubB,,,,,,,subbrachial nucleus,,,,,,,,,,,,
MTc,,,,,midbrain tectum,,,,,,,,,,,,,,
SC,,,,,,superior colliculus,,,,,,,,,,,,,
SCS,,,,,,,superficial layer of superior colliculus,,,,,,,,,,,,
SCSon,,,,,,,,optic nerve layer of superior colliculus,,,,,,,,,,,
SCSg,,,,,,,,superficial gray layer of superior colliculus,,,,,,,,,,,
SCSw,,,,,,,,superficial white layer of superior colliculus,,,,,,,,,,,
SCSz,,,,,,,,zonal layer of superior colliculus,,,,,,,,,,,
SCI,,,,,,,intermediate layer of the superior colliculus,,,,,,,,,,,,
SCIg,,,,,,,,intermediate gray layer of superior colliculus,,,,,,,,,,,
SCIw,,,,,,,,intermediate white layer of superior colliculus,,,,,,,,,,,
SCD,,,,,,,deep layer of colliculus,,,,,,,,,,,,
SCDg,,,,,,,,deep gray layer of superior colliculus,,,,,,,,,,,
SCDw,,,,,,,,deep white layer of superior colliculus,,,,,,,,,,,
BrSC,,,,,,,nucleus of branchium of superior colliculus,,,,,,,,,,,,
IC,,,,,,inferior colliculus,,,,,,,,,,,,,
CxIC,,,,,,,cortex of inferior colliculus,,,,,,,,,,,,
CICd,,,,,,,,dorsal cortex of inferior colliculus,,,,,,,,,,,
CICe,,,,,,,,external cortex of inferior colliculus,,,,,,,,,,,
CIC,,,,,,,central nucleus of inferior colliculus,,,,,,,,,,,,
ICN,,,,,,intercollicular nucleus,,,,,,,,,,,,,
INPC,,,,,,interstitial nucleus of posterior commissure,,,,,,,,,,,,,
MxTZ,,,,,,matrix layer of the tectal zone,,,,,,,,,,,,,
BrIC,,,,,,nucleus of the brachium of inferior colliculus,,,,,,,,,,,,,
PBG,,,,,,parabigeminal nucleus,,,,,,,,,,,,,
Sag,,,,,,sagulum nucleus,,,,,,,,,,,,,
SCO,,,,,,subcommissural organ,,,,,,,,,,,,,
MWM,,,,white matter of midbrain,,,,,,,,,,,,,,,
MV,,,,ventricle of midbrain,,,,,,,,,,,,,,,
MSS,,,,surface structures of midbrain,,,,,,,,,,,,,,,
H,,,hindbrain (rhombencephalon),,,,,,,,,,,,,,,,
HGM,,,,gray matter of the hindbrain,,,,,,,,,,,,,,,
Met,,,,,metencephalon,,,,,,,,,,,,,,
CB,,,,,,cerebellum,,,,,,,,,,,,,
CBC,,,,,,,cerebellar cortex,,,,,,,,,,,,
CBV,,,,,,,,"cerebellar vermis (layers 1, 2, 3)",,,,,,,,,,,
VeA,,,,,,,,,"vermis, anterior lobe portion",,,,,,,,,,
VeAm,,,,,,,,,,molecular layer of VeA,,,,,,,,,
VeAp,,,,,,,,,,Purkinje cell layer of VeA,,,,,,,,,
VeAg,,,,,,,,,,granular cell layer of VeA,,,,,,,,,
VePo,,,,,,,,,"vermis, posterior lobe portion",,,,,,,,,,
VePs,,,,,,,,,,"vermis, posterior lobe portion, superior part",,,,,,,,,
VePsm,,,,,,,,,,,molecular layer of VePs,,,,,,,,
VePsp,,,,,,,,,,,Purkinje cell layer of VePs,,,,,,,,
VePsg,,,,,,,,,,,granular cell layer of VePs,,,,,,,,
VePi,,,,,,,,,,"vermis, posterior lobe portion, inferior part",,,,,,,,,
VePim,,,,,,,,,,,molecular layer of VePi,,,,,,,,
VePip,,,,,,,,,,,Purkinje cell layer of VePi,,,,,,,,
VePig,,,,,,,,,,,granular cell layer of VePi,,,,,,,,
VeF,,,,,,,,,"vermis, flocculonodular lobe portion (nodulus)",,,,,,,,,,
VeFm,,,,,,,,,,molecular layer of VeF,,,,,,,,,
VeFp,,,,,,,,,,Purkinje cell layer of VeF,,,,,,,,,
VeFg,,,,,,,,,,granular cell layer of VeF,,,,,,,,,
CBH,,,,,,,,cerebellar hemisphere,,,,,,,,,,,
CBPV,,,,,,,,,"paravermis of cerebellum (layers 1, 2, 3)",,,,,,,,,,
PVA,,,,,,,,,,"paravermis, anterior lobe portion",,,,,,,,,
PVAm,,,,,,,,,,,molecular layer of PVA,,,,,,,,
PVAp,,,,,,,,,,,Purkinje cell layer of PVA,,,,,,,,
PVAg,,,,,,,,,,,granular cell layer of PVA,,,,,,,,
PVP,,,,,,,,,,"paravermis, posterior lobe portion",,,,,,,,,
PVPs,,,,,,,,,,,"paravermis, posterior lobe portion, superior part",,,,,,,,
PVPsm,,,,,,,,,,,,molecular layer of PVPs,,,,,,,
PVPsp,,,,,,,,,,,,Purkinje cell layer of PVPs,,,,,,,
PVPsg,,,,,,,,,,,,granular cell layer of PVPs,,,,,,,
PVPi,,,,,,,,,,,"paravermis, posterior lobe portion, inferior part",,,,,,,,
PVPim,,,,,,,,,,,,molecular layer of PVPi,,,,,,,
PVPip,,,,,,,,,,,,Purkinje cell layer of PVPi,,,,,,,
PVPig,,,,,,,,,,,,granular cell layer of PVPi,,,,,,,
PVF,,,,,,,,,,"paravermis, flocculonodular lobe portion",,,,,,,,,
PVFm,,,,,,,,,,,molecular layer of PVF,,,,,,,,
PVFp,,,,,,,,,,,Purkinje cell layer of PVF,,,,,,,,
PVFg,,,,,,,,,,,granular cell layer of PVF,,,,,,,,
